EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MonthlyIncome,Over18,PercentSalaryHike,StandardHours,TotalWorkingYears,YearsAtCompany,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,PerformanceRating
2471,29,No,Travel_Rarely,Research & Development,3,4,Other,1,Female,2,Sales Representative,55930,Y,13,8,1,1,2,4,1,3
2472,30,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Sales Representative,104450,Y,18,8,10,7,8,3,3,3
2473,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,1,Laboratory Technician,87400,Y,11,8,12,7,8,2,2,3
2474,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Female,1,Manufacturing Director,25140,Y,11,8,15,1,2,2,4,3
2475,43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,Male,3,Sales Executive,76550,Y,12,8,6,1,2,3,3,3
2476,42,No,Travel_Rarely,Human Resources,1,3,Other,1,Female,1,Healthcare Representative,174650,Y,13,8,7,5,6,2,2,3
2477,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,1,Sales Executive,73510,Y,20,8,34,1,2,3,NA,4
2478,33,No,Non-Travel,Research & Development,14,3,Other,1,Male,1,Research Scientist,108200,Y,12,8,11,9,10,4,2,3
2479,41,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Sales Representative,121690,Y,19,8,5,5,6,3,1,3
2480,34,No,Non-Travel,Research & Development,7,4,Medical,1,Female,1,Research Scientist,196260,Y,21,8,15,15,16,4,3,4
2481,53,No,Non-Travel,Research & Development,10,4,Medical,1,Male,2,Healthcare Representative,20700,Y,13,8,27,3,4,1,3,3
2482,43,No,Travel_Rarely,Sales,16,2,Marketing,1,Female,1,Laboratory Technician,67820,Y,16,8,10,9,10,2,4,3
2483,34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,5,Sales Executive,77790,Y,12,8,6,2,3,4,4,3
2484,21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,Male,5,Healthcare Representative,27910,Y,14,8,1,1,2,2,2,3
2485,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,32010,Y,11,8,5,5,6,4,3,3
2486,22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,Male,4,Research Scientist,49680,Y,14,8,1,1,2,3,1,3
2487,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Male,5,Sales Executive,131200,Y,12,8,13,12,13,1,4,3
2488,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Manager,40330,Y,14,8,15,2,3,1,3,3
2489,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,32910,Y,16,8,5,5,6,2,2,3
2490,46,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,1,Sales Representative,42720,Y,13,8,24,2,3,3,4,3
2491,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,Female,4,Research Scientist,50560,Y,12,8,15,12,13,4,1,3
2492,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,28440,Y,12,8,6,5,6,3,2,3
2493,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,Male,2,Sales Executive,27030,Y,14,8,19,10,11,3,2,3
2494,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,19040,Y,22,8,10,10,11,3,4,4
2495,33,No,Travel_Rarely,Research & Development,8,5,Medical,1,Male,2,Laboratory Technician,82240,Y,19,8,14,10,11,4,1,3
2496,28,No,Travel_Rarely,Sales,9,3,Medical,1,Female,2,Sales Executive,47660,Y,12,8,5,5,6,3,4,3
2497,39,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Laboratory Technician,26100,Y,12,8,9,4,5,3,3,3
2498,46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,Male,2,Manufacturing Director,57310,Y,17,8,6,2,3,2,2,3
2499,40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Director,25390,Y,12,8,7,4,5,3,1,3
2500,42,No,Travel_Rarely,Research & Development,7,4,Other,1,Female,2,Laboratory Technician,57140,Y,11,8,10,0,1,2,1,3
2501,35,No,Non-Travel,Sales,10,1,Life Sciences,1,Female,2,Research Director,43230,Y,18,8,15,7,8,2,4,3
2502,38,No,Non-Travel,Sales,6,4,Marketing,1,Male,3,Sales Executive,73360,Y,11,8,13,11,12,1,2,3
2503,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,1,Manufacturing Director,134990,Y,23,8,11,7,8,4,1,4
2504,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,1,Laboratory Technician,137580,Y,11,8,10,10,11,4,1,3
2505,39,No,Travel_Frequently,Research & Development,2,1,Medical,1,Male,2,Healthcare Representative,51550,Y,18,8,7,2,3,3,4,3
2506,43,No,Non-Travel,Human Resources,8,5,Medical,1,Female,3,Sales Executive,22580,Y,18,8,7,3,4,1,3,3
2507,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,35970,Y,13,8,11,3,4,2,2,3
2508,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,Male,3,Laboratory Technician,25150,Y,18,8,23,22,23,3,3,3
2509,30,No,Travel_Rarely,Sales,26,3,Marketing,1,Female,2,Manager,44200,Y,11,8,9,7,8,1,3,3
2510,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,Female,3,Sales Executive,65780,Y,15,8,6,5,6,4,2,3
2511,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Sales Executive,44220,Y,11,8,13,9,10,4,2,3
2512,40,No,Travel_Rarely,Sales,27,2,Medical,1,Female,3,Sales Executive,102740,Y,18,8,12,5,6,3,4,3
2513,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,53430,Y,14,8,10,10,11,2,3,3
2514,58,No,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,23760,Y,12,8,37,16,17,2,2,3
2515,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Female,3,Manufacturing Director,53460,Y,14,8,6,5,6,2,3,3
2516,47,No,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,28270,Y,14,8,28,22,23,3,2,3
2517,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,199430,Y,13,8,15,7,8,2,1,3
2518,54,No,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,31310,Y,14,8,14,7,8,4,4,3
2519,31,No,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,25520,Y,18,8,9,3,4,1,1,3
2520,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,44770,Y,15,8,3,3,4,3,1,3
2521,38,No,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,64740,Y,13,8,20,4,5,2,4,3
2522,26,No,Travel_Rarely,Sales,8,3,Marketing,1,Female,1,Healthcare Representative,30330,Y,12,8,5,5,6,3,4,3
2523,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Female,1,Sales Representative,29360,Y,13,8,23,2,3,1,3,3
2524,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,3,Sales Representative,186060,Y,24,8,0,0,1,2,3,4
2525,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,21680,Y,14,8,2,1,2,4,1,3
2526,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,28530,Y,14,8,4,2,3,1,1,3
2527,45,No,Non-Travel,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,170480,Y,15,8,10,8,9,3,3,3
2528,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,5,Laboratory Technician,22900,Y,11,8,15,1,2,4,2,3
2529,43,No,Travel_Frequently,Sales,8,3,Medical,1,Male,1,Research Director,36000,Y,23,8,7,7,8,1,4,4
2530,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,Male,5,Research Scientist,21070,Y,13,8,6,5,6,4,4,3
2531,29,No,Travel_Frequently,Research & Development,6,2,Medical,1,Male,1,Human Resources,41150,Y,11,8,11,11,12,4,4,3
2532,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,Male,4,Sales Executive,43270,Y,13,8,4,0,1,4,4,3
2533,42,No,Non-Travel,Research & Development,11,3,Medical,1,Male,1,Manager,178560,Y,18,8,10,6,7,3,3,3
2534,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,5,Manager,31960,Y,14,8,7,2,3,2,3,3
2535,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Female,1,Laboratory Technician,190810,Y,21,8,12,9,10,4,4,4
2536,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,89660,Y,16,8,3,3,4,3,4,3
2537,29,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Manufacturing Director,22100,Y,11,8,11,7,8,4,3,3
2538,42,No,Travel_Rarely,Sales,2,4,Medical,1,Female,2,Research Director,45390,Y,17,8,8,0,1,4,3,3
2539,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,27410,Y,11,8,7,2,3,3,2,3
2540,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,34910,Y,14,8,25,19,20,1,1,3
2541,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,5,Research Scientist,45410,Y,14,8,9,9,10,2,3,3
2542,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,26780,Y,25,8,1,1,2,4,2,4
2543,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,73790,Y,13,8,21,16,17,1,3,3
2544,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Manager,62720,Y,14,8,29,22,23,4,2,3
2545,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,52200,Y,17,8,1,1,2,4,4,3
2546,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,27430,Y,25,8,14,8,9,3,2,4
2547,27,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,3,Healthcare Representative,49980,Y,20,8,8,7,8,4,1,4
2548,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Male,3,Healthcare Representative,102520,Y,13,8,7,2,3,4,4,3
2549,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Human Resources,27810,Y,13,8,19,5,6,2,4,3
2550,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,2,Laboratory Technician,68520,Y,18,8,1,1,2,2,2,3
2551,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,49500,Y,12,8,1,1,2,2,4,3
2552,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,35790,Y,19,8,1,1,2,4,2,3
2553,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,1,Sales Executive,131910,Y,14,8,10,10,11,2,3,3
2554,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,5,Manager,103770,Y,14,8,10,10,11,2,3,3
2555,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,Female,1,Sales Executive,22350,Y,14,8,9,5,6,3,4,3
2556,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Female,1,Sales Executive,105020,Y,12,8,11,3,4,4,1,3
2557,37,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,20110,Y,13,8,16,5,6,4,1,3
2558,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,18590,Y,25,8,4,3,4,4,2,4
2559,45,No,Travel_Rarely,Research & Development,3,3,Medical,1,Female,2,Sales Executive,37600,Y,14,8,10,9,10,2,4,3
2560,36,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,4,Manufacturing Director,177790,Y,17,8,10,10,11,2,4,3
2561,40,No,Travel_Rarely,Research & Development,3,3,Other,1,Male,1,Sales Executive,68330,Y,13,8,22,19,20,1,1,3
2562,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Human Resources,68120,Y,13,8,1,1,2,2,3,3
2563,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,2,Manufacturing Director,51710,Y,20,8,9,8,9,1,3,4
2564,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,2,Research Director,197400,Y,14,8,24,22,23,4,4,3
2565,44,No,Travel_Rarely,Sales,1,2,Medical,1,Male,4,Manager,187110,Y,12,8,10,2,3,2,1,3
2566,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,36920,Y,12,8,5,5,6,4,1,3
2567,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,25590,Y,21,8,5,4,5,1,4,4
2568,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,3,Healthcare Representative,25170,Y,14,8,12,4,5,3,2,3
2569,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Sales Executive,66230,Y,18,8,14,5,6,NA,2,3
2570,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,182650,Y,12,8,18,13,14,3,1,3
2571,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,1,Sales Executive,161240,Y,23,8,8,5,6,3,4,4
2572,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,3,Laboratory Technician,25850,Y,12,8,9,4,5,4,4,3
2573,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,3,Manufacturing Director,182130,Y,21,8,4,2,3,1,3,4
2574,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,2,Healthcare Representative,83800,Y,14,8,8,7,8,3,4,3
2575,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,2,Manager,29940,Y,18,8,12,4,5,2,3,3
2576,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,5,Sales Executive,12230,Y,13,8,10,10,11,2,3,3
2577,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,Male,4,Research Scientist,11180,Y,11,8,7,7,8,3,4,3
2578,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,28750,Y,11,8,1,1,2,3,1,3
2579,39,No,Non-Travel,Research & Development,8,5,Medical,1,Female,2,Sales Representative,188240,Y,19,8,10,3,4,1,3,3
2580,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,Male,2,Healthcare Representative,135770,Y,12,8,6,5,6,2,2,3
2581,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,Female,2,Manufacturing Director,26250,Y,12,8,16,15,16,3,4,3
2582,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,187890,Y,16,8,6,2,3,4,3,3
2583,47,No,Non-Travel,Research & Development,1,4,Medical,1,Male,1,Research Scientist,45380,Y,11,8,16,8,9,3,2,3
2584,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,2,Sales Executive,198470,Y,14,8,6,0,1,4,1,3
2585,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,1,Laboratory Technician,105120,Y,12,8,10,10,11,1,1,3
2586,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,Female,1,Manager,44440,Y,13,8,20,20,21,4,2,3
2587,58,No,Travel_Rarely,Sales,5,3,Marketing,1,Male,5,Sales Representative,21540,Y,21,8,29,1,2,4,4,4
2588,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,191900,Y,17,8,8,4,5,1,3,3
2589,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,1,Sales Representative,44900,Y,21,8,10,5,6,2,4,4
2590,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,Male,2,Research Scientist,35060,Y,11,8,28,5,6,2,4,3
2591,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Executive,23720,Y,12,8,14,0,1,2,4,3
2592,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,102310,Y,13,8,1,1,2,1,2,3
2593,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,Male,1,Sales Executive,54100,Y,18,8,6,5,6,2,1,3
2594,28,No,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,79780,Y,16,8,5,5,6,3,3,3
2595,31,No,Non-Travel,Sales,23,1,Medical,1,Male,1,Sales Executive,38670,Y,11,8,4,4,5,3,1,3
2596,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,28380,Y,19,8,5,5,6,1,2,3
2597,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,4,Healthcare Representative,46950,Y,16,8,14,14,15,1,4,3
2598,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,33390,Y,16,8,9,8,9,4,3,3
2599,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,20800,Y,13,8,8,7,8,3,1,3
2600,29,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Laboratory Technician,20960,Y,22,8,6,5,6,1,1,4
2601,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,Male,3,Manager,62090,Y,17,8,9,5,6,3,4,3
2602,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,Female,2,Human Resources,180610,Y,14,8,10,10,11,4,1,3
2603,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,171230,Y,15,8,6,4,5,3,4,3
2604,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,Male,3,Sales Representative,23720,Y,12,8,20,1,2,1,1,3
2605,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Sales Representative,48830,Y,18,8,10,10,11,3,4,3
2606,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Manager,39040,Y,15,8,7,7,8,4,4,3
2607,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,2,Research Scientist,46270,Y,17,8,8,1,2,4,4,3
2608,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,70940,Y,14,8,10,10,11,1,4,3
2609,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,34230,Y,15,8,15,2,3,1,1,3
2610,54,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,66740,Y,17,8,9,4,5,1,3,3
2611,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,168800,Y,14,8,9,9,10,4,3,3
2612,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,90940,Y,12,8,10,10,11,1,3,3
2613,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,84460,Y,14,8,7,6,7,4,2,3
2614,55,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,119160,Y,15,8,35,10,11,3,2,3
2615,31,No,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,45340,Y,13,8,1,1,2,4,4,3
2616,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,98520,Y,12,8,21,20,21,2,1,3
2617,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,61510,Y,13,8,20,20,21,4,3,3
2618,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,23020,Y,14,8,13,11,12,3,3,3
2619,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,23620,Y,13,8,9,5,6,3,1,3
2620,24,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,178610,Y,11,8,4,4,5,2,3,3
2621,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,191870,Y,11,8,5,5,6,4,4,3
2622,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,197170,Y,21,8,10,10,11,4,3,4
2623,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,35440,Y,18,8,15,11,12,2,2,3
2624,25,No,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,85000,Y,12,8,6,2,3,3,2,3
2625,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,46610,Y,11,8,12,12,13,4,2,3
2626,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,41030,Y,15,8,7,2,3,4,3,3
2627,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,42490,Y,13,8,25,17,18,1,3,3
2628,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,140260,Y,12,8,1,1,2,2,3,3
2629,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,68930,Y,17,8,16,15,16,4,2,3
2630,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,61250,Y,13,8,3,2,3,1,3,3
2631,38,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,36690,Y,19,8,10,8,9,1,3,3
2632,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,100080,Y,19,8,9,4,5,4,1,3
2633,41,No,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,23870,Y,17,8,12,5,6,4,4,3
2634,47,No,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,46390,Y,11,8,14,13,14,3,2,3
2635,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,78980,Y,15,8,5,2,3,4,3,3
2636,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,25340,Y,11,8,4,3,4,4,3,3
2637,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,131420,Y,25,8,10,10,11,2,3,4
2638,33,No,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,16110,Y,14,8,10,9,10,2,4,3
2639,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,53630,Y,13,8,6,6,7,3,2,3
2640,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,50710,Y,17,8,8,1,2,1,4,3
2641,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,136950,Y,13,8,3,2,3,2,2,3
2642,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,134020,Y,14,8,18,7,8,1,4,3
2643,38,No,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,20290,Y,11,8,20,18,19,2,3,3
2644,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,63770,Y,12,8,14,14,15,3,4,3
2645,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,54290,Y,17,8,16,16,17,3,4,3
2646,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,27850,Y,21,8,6,5,6,1,3,4
2647,52,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Manager,46140,Y,16,8,16,9,10,1,4,3
2648,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,26100,Y,15,8,6,4,5,2,4,3
2649,21,No,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,66870,Y,19,8,2,2,3,3,1,3
2650,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,47240,Y,12,8,21,6,7,4,4,3
2651,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,61790,Y,11,8,1,1,2,4,1,3
2652,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,61200,Y,19,8,10,9,10,1,4,3
2653,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,105960,Y,15,8,18,4,5,4,2,3
2654,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,54670,Y,20,8,13,13,14,3,3,4
2655,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,29960,Y,25,8,4,2,3,1,4,4
2656,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,99980,Y,24,8,24,22,23,1,3,4
2657,56,Yes,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,40780,Y,24,8,14,10,11,4,3,4
2658,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,109200,Y,15,8,21,20,21,1,2,3
2659,34,No,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,62320,Y,13,8,8,8,9,4,3,3
2660,36,No,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,132470,Y,14,8,15,15,16,4,4,3
2661,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,40810,Y,13,8,14,5,6,3,2,3
2662,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,57690,Y,11,8,4,4,5,4,1,3
2663,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,23940,Y,16,8,9,9,10,3,4,3
2664,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,39040,Y,22,8,10,10,11,1,4,4
2665,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,167990,Y,14,8,12,6,7,2,3,3
2666,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,29500,Y,14,8,8,6,7,2,4,3
2667,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,36290,Y,16,8,8,5,6,4,3,3
2668,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,93620,Y,11,8,8,2,3,3,3,3
2669,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,32290,Y,25,8,10,10,11,3,3,4
2670,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,35780,Y,14,8,20,5,6,3,3,3
2671,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,79880,Y,18,8,4,4,5,3,4,3
2672,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,42840,Y,11,8,10,4,5,4,2,3
2673,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,75530,Y,19,8,5,5,6,4,1,3
2674,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,173280,Y,15,8,20,3,4,4,1,3
2675,39,No,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,197010,Y,11,8,21,20,21,2,4,3
